"","x","z","y"
"125",2.14114591777281,0,8
"126",4.45417094912085,1,0
"127",6.31249608974907,1,0
"128",5.2274983412005,1,1
"129",4.61880308350041,1,0
"130",3.62515689146886,0,2
"131",2.38277995100174,0,1
"132",4.70783363258788,0,2
"133",3.88864065363212,0,3
"134",3.25693262749781,0,4
"135",2.19688634487207,0,6
"136",5.18130791952004,1,0
"137",3.75210229696463,0,3
"138",4.49831379281569,0,2
"139",4.56426311386641,0,0
"140",4.51532934729757,1,0
"141",3.63515670044723,0,2
"142",3.146936510095,0,1
"143",4.228633560861,0,1
"144",2.55367137338671,0,6
"145",5.08074516980908,1,0
"146",5.33760975105387,1,1
"147",4.93658321155548,1,0
"148",4.55609983880426,0,2
"149",3.75384175121365,0,2
"150",3.59133865531785,0,2
"151",3.72623818252838,1,1
"152",3.72211224725653,0,0
"153",3.75129704597694,0,3
"154",2.724947068268,0,1
"155",4.42597680894359,0,0
"156",3.06193260085275,0,1
"157",4.23334944352463,0,0
"158",4.21320955876731,0,3
"159",3.87169790797498,1,0
"160",4.01779386200867,0,1
"161",3.69534325826669,0,1
"162",3.79194326857994,0,1
"163",1.84572537802111,0,4
"164",3.91000978390231,0,1
"165",4.04677436677558,0,4
"166",5.14752750544944,1,0
"167",4.24733425659272,0,0
"168",3.24408925425538,0,1
"169",4.00582353992687,0,0
"170",3.80262356669558,0,3
"171",4.77725311428227,1,0
"172",3.52991433382691,1,1
"173",4.58900368990995,0,2
"174",3.88360638836853,0,6
"175",3.60297218525765,0,1
"176",4.82397991320167,0,0
"177",3.40051905478604,0,1
"178",3.99472660123165,0,0
"179",2.31984588648904,0,4
"180",2.2889078328059,0,5
"181",1.25779405852363,0,10
"182",2.91298614390404,0,1
"183",3.64736381790529,0,0
"184",3.98246524800589,0,0
"185",4.34929440823522,0,0
"186",4.81021472552714,0,0
"187",3.1193345920063,0,4
"188",1.686601618427,0,8
"189",4.38473413121104,0,2
"190",3.07276734894176,0,6
"191",3.57640359315558,0,0
"192",3.56246313523267,0,0
"193",3.81217398074801,0,1
"194",3.88612678429332,0,0
"195",5.15109303980639,1,0
"196",4.99164700269396,0,1
"197",5.09805350898439,0,1
"198",2.140511597224,0,7
"199",6.09647088092916,1,0
"200",4.28973953581463,1,1
"201",4.26261802150195,0,0
"202",3.39747648727786,0,2
"203",3.40315961521046,0,0
"204",1.55901576352322,0,5
"205",3.15479919358097,0,1
"206",4.11469606287475,0,1
"207",5.96370032894462,1,0
"208",3.55242419181236,0,4
"209",3.01998354446668,0,3
"210",4.33734776501693,0,2
"211",3.99152406576923,0,0
"212",3.64585414877833,0,1
"213",5.3101918689885,0,0
"214",3.3144792690814,0,2
"215",5.06170089862665,0,3
"216",4.14707791833247,1,0
"217",3.9176012930069,0,3
"218",5.58244063705993,1,0
"219",4.88898933907754,0,0
"220",5.10070284187277,0,0
"221",2.67623307934332,0,2
"222",6.05511730967351,0,2
"223",3.02774842145981,0,7
"224",4.37975778712271,1,0
"225",4.2644350789623,0,1
"226",1.88064667898925,0,2
"227",3.02031669573146,0,1
"228",3.34111169935102,0,5
"229",5.07899927655233,1,0
"230",3.17500086643614,0,0
"231",4.67215840173848,1,0
"232",3.70206570470329,1,0
"233",4.23602486354041,0,2
"234",5.72621328459771,0,0
"235",2.29357406684421,0,4
"236",2.69515355788598,0,3
"237",4.24777896080005,0,0
"238",2.8780746858014,0,5
"239",5.94055947872137,1,0
"240",3.69966673843021,0,2
"241",3.89724370601008,1,1
"242",2.34778104416117,0,2
"243",2.90274324415845,0,3
"244",5.14019079146325,0,0
"245",4.17859127578051,0,1
"246",2.78610807411258,0,2
"247",3.33737123792924,0,2
"248",3.20960727437324,0,1
"249",2.65208683419951,0,2
"250",3.80647803279476,0,0
"251",4.20784796713783,1,0
"252",4.76353126904043,1,1
"253",3.53445877890271,0,0
"254",4.25588879307827,0,0
"255",4.14650864581299,0,0
"256",2.73947347162005,0,0
"257",1.95895225309601,0,5
"258",4.4698666873408,0,0
"259",5.28176381022853,0,3
"260",4.89377487912568,0,0
"261",4.41475338014989,1,1
"262",3.84044475677252,0,3
"263",2.69691958397935,0,3
"264",3.61992399616533,0,2
"265",4.07280066000163,0,0
"266",4.44773513758082,1,0
"267",4.7584034776735,0,1
"268",3.30856249501585,0,0
"269",4.97247142888464,1,0
"270",4.50619804087208,1,0
"271",4.67778153984385,0,0
"272",4.65974415946258,0,0
"273",3.35947526209673,0,0
"274",3.46168549105467,0,3
"275",3.51295970074723,0,0
"276",5.15522483803449,1,1
"277",5.2264678453199,1,0
"278",4.7448952203233,1,0
"279",2.91847974875641,0,6
"280",4.46110697395399,0,3
"281",5.4950301035619,0,0
"282",4.24944046178561,0,0
"283",2.9285091158802,0,5
"284",4.09347440119595,0,1
"285",3.71402595314494,1,0
"286",4.57972747555245,0,3
"287",2.45104088729749,0,4
"288",5.09842213584073,0,2
"289",4.48913882661865,0,1
"290",4.95227373819386,0,1
"291",4.72815579478288,0,2
"292",4.09598502220028,0,0
"293",4.11656649874607,0,0
"294",2.19272546217818,0,7
"295",3.96660918907236,0,3
"296",3.28812219593587,0,4
"297",5.7391673535538,0,0
"298",3.80391052580758,0,0
"299",4.76178066444033,0,1
"300",4.17804491008124,0,0
"301",5.10205098161997,1,2
"302",3.56345173257248,0,1
"303",4.5449523300713,0,0
"304",4.77776302841562,1,1
"305",2.48159857757827,0,4
"306",2.88606672009605,0,1
"307",4.69949804719543,0,0
"308",5.53929321962532,0,1
"309",3.52682909282979,0,0
"310",4.68070678751184,1,0
"311",6.572310561828,1,0
"312",5.19118204864612,1,0
"313",3.15452524894664,0,2
"314",3.50270090353811,1,0
"315",4.15174116088853,0,1
"316",4.94357906894964,1,0
"317",3.68818240532016,0,1
"318",3.98345016643619,0,4
"319",3.48389797111296,0,3
"320",5.3838299170722,1,0
"321",4.93660747062536,1,0
"322",6.04106759334196,1,0
"323",4.31558568193217,0,1
"324",4.9601225749695,0,1
"325",2.79448544229562,0,4
"326",3.62247590022174,1,1
"327",4.13675487631714,0,0
"328",2.77545827452778,0,12
"329",3.90108255288516,0,0
"330",3.65159672434788,0,0
"331",3.12769622668349,0,1
"332",4.72418260688862,0,1
"333",3.6925452716132,1,0
"334",4.25370094443624,0,1
"335",2.77991199431199,0,3
"336",4.73626318652103,1,0
"337",3.83412164555238,0,0
"338",3.91949070585434,0,0
"339",4.79134718855672,0,2
"340",2.65220031370593,0,6
"341",3.39343326091856,0,6
"342",5.64164570548258,0,0
"343",5.48966724843007,1,0
"344",2.66724215690839,0,1
"345",4.32931017576336,0,0
"346",5.3037233761781,0,0
"347",4.32308330906687,0,4
"348",4.10261558925916,0,0
"349",4.02215207776795,0,0
"350",5.31834455151977,1,0
"351",3.03887628260683,0,2
"352",3.94926709196858,0,1
"353",6.074870073982,1,0
"354",2.20690893069274,0,8
"355",5.39163371902155,1,1
"356",4.92576134903118,1,0
"357",4.59524589660923,0,0
"358",6.45584755204046,1,0
"359",3.48068240375301,0,2
"360",4.11049923050092,0,2
"361",4.34630326205881,1,1
"362",4.05631670359178,0,0
"363",3.1410109235807,0,1
"364",4.57596522150093,0,0
"365",3.76320293469214,0,0
"366",2.46796470237959,0,0
"367",3.90701918185044,0,0
"368",3.06324445431418,0,2
"369",4.90946099897307,0,1
"370",3.93773101751538,0,0
"371",4.02644533777194,1,0
"372",3.42909578076464,0,3
"373",2.80270794748787,0,6
"374",5.16740116217655,1,0
"375",3.29499886609954,0,0
"376",4.52439980351768,0,1
"377",3.71095848311815,0,0
"378",5.03973622441784,1,0
"379",5.97230137290334,1,0
"380",5.63677577371804,0,0
"381",2.96614795915187,1,1
"382",3.5528684347836,0,2
"383",3.90726172105342,0,3
"384",4.67774265056608,0,1
"385",4.66951120697935,0,1
"386",3.56428946622084,0,1
"387",4.70104243563412,0,1
"388",5.13623717427185,0,0
"389",4.15187249785656,1,0
"390",3.49336195658164,0,0
"391",3.39190189341092,0,1
"392",4.36296199509274,1,1
"393",4.50098034784844,0,2
"394",5.45312631467836,1,0
"395",4.71185079735842,0,1
"396",3.84698160613761,0,0
"397",4.23178582431559,0,1
"398",3.98726509303401,0,0
"399",4.12425043081763,0,1
"400",3.81195785521021,1,0
"401",3.70681175929856,0,0
"402",3.11033347300387,1,0
"403",4.19808673620019,0,2
"404",2.1850464868443,0,4
"405",2.93758890439078,0,5
"406",3.147002813234,0,4
"407",5.51170217093707,1,0
"408",5.42117400834615,1,0
"409",4.90647856984884,1,0
"410",4.12587502562881,0,2
"411",4.13849768536719,0,0
"412",3.66822246126103,0,4
"413",4.02662573136314,0,1
"414",1.9811713915015,0,8
"415",4.03232588399831,0,1
"416",4.97253445362556,1,0
"417",3.1711499610199,0,0
"418",3.38796773808043,0,3
"419",3.6844597150731,1,0
"420",3.15110027532023,0,5
"421",3.230308888967,0,2
"422",4.53684497006997,0,1
"423",5.35510729327856,1,0
"424",3.90332497207851,0,2
"425",3.95373853657857,0,3
"426",4.44732506631237,0,1
"427",3.23488960311795,0,4
"428",3.750503443016,0,0
"429",3.73878306769909,0,3
"430",4.06434865733248,0,0
"431",4.17483165973823,0,1
"432",2.63775529206814,0,3
"433",5.78068191600662,1,1
"434",4.80161703988691,1,0
"435",5.87283365120994,1,0
"436",4.24779788977519,0,2
"437",5.01326910959225,0,1
"438",3.45908494226684,0,0
"439",5.6923545593313,1,0
"440",4.85967886809751,0,2
"441",2.5509100481015,0,2
"442",5.03332130978147,0,1
"443",4.00710775229879,0,0
"444",2.57481677849878,0,5
"445",1.61172537016793,0,2
"446",5.12767776134306,1,0
"447",4.5399399897419,0,1
"448",5.58118335821277,1,1
"449",3.92630273012391,0,1
"450",5.89724918966241,1,0
"451",4.20689859213391,0,1
"452",5.47372259835183,1,0
"453",3.7457587696999,0,1
"454",5.2910476912377,1,0
"455",3.04275156576357,0,0
"456",1.53264912090599,0,13
"457",2.84944722797364,0,6
"458",4.55511249503278,0,0
"459",3.63342571341564,0,3
"460",4.68246294121512,0,3
"461",4.54010321291505,0,1
"462",2.92963554008613,0,11
"463",3.35932609644907,0,7
"464",2.99898400477923,0,1
"465",2.42595523801575,0,8
"466",2.98150447015732,0,2
"467",3.87180144712093,0,0
"468",3.80446460127536,1,0
"469",3.21821440043028,0,3
"470",3.07200024371374,0,3
"471",4.61694134435638,1,0
"472",4.78073301421979,0,0
"473",3.16558642271181,0,3
"474",2.8650351384039,1,0
"475",2.4794184691165,0,2
"476",3.74931024746602,0,1
"477",3.72818135764114,1,0
"478",2.71028567472019,0,2
"479",3.66765590348324,0,2
"480",3.15776180731236,0,4
"481",3.37772864782146,0,1
"482",5.10696928654478,1,0
"483",3.44272409899494,0,2
"484",2.22587153978321,0,7
"485",4.39484884727513,0,1
"486",3.88725815973749,0,4
"487",-0.131882943478995,0,13
"488",4.70849930228427,0,0
"489",4.58315079934428,0,1
"490",1.95236807222583,0,7
"491",2.82718363907842,0,2
"492",4.2795803940563,0,1
"493",4.62871259230611,0,1
"494",3.16277042554202,0,0
"495",3.40851918390169,0,1
"496",4.57534983011352,0,0
"497",3.97803834580455,0,2
"498",2.98213130425075,0,1
"499",4.95547876099823,1,0
"500",5.62752748996616,1,0
"501",2.80203965717976,0,1
"502",4.2552521920623,0,1
"503",4.67494695980519,1,2
"504",3.01321705625512,0,2
"505",2.94459700291415,0,4
"506",4.13916898116054,0,1
"507",4.10271013527161,0,2
"508",3.65400040314336,0,3
"509",4.17957668588514,0,2
"510",2.78812371260663,0,2
"511",4.15185432399796,1,0
"512",4.51528518423066,0,0
"513",4.17387721812542,0,0
"514",3.33623589834658,0,3
"515",1.62532615237888,0,12
"516",3.83383791866888,1,1
"517",2.47716599631768,0,3
"518",2.8508126777646,0,0
"519",4.34733837325841,0,0
"520",2.86876313641172,0,2
"521",4.70916495579339,1,0
"522",4.35067611355301,0,0
"523",4.60917810491731,1,0
"524",4.0525422711178,0,5
"525",4.92736059096384,1,0
"526",3.36682893052052,0,0
"527",3.75713621921698,0,4
"528",3.53165083100972,0,5
"529",4.91630952035332,0,1
"530",3.09593898875081,0,3
"531",5.49390974284257,1,1
"532",5.3356946679945,1,0
"533",5.13721411163864,0,1
"534",2.87397227055554,0,1
"535",5.99596205110076,0,0
"536",4.34570101166594,0,0
"537",3.19876986839384,0,2
"538",4.26670449716183,0,2
"539",3.84728956813806,0,3
"540",3.0136716638028,0,6
"541",2.76674028902895,0,1
"542",4.85974549131954,1,0
"543",4.08081476338414,0,0
"544",3.91444451360094,0,1
"545",5.55788846374086,0,1
"546",1.84805710624,0,5
"547",3.85043664854107,0,2
"548",3.88836123475959,0,0
"549",4.82080364789759,0,1
"550",5.3591143155522,0,0
"551",5.54527845912432,1,0
"552",3.8176200926406,0,3
"553",4.86209081054313,0,2
"554",2.80391694935558,0,1
"555",3.48421318112404,0,1
"556",4.09575803300124,0,2
"557",3.82791612039779,0,1
"558",4.55592734338074,0,4
"559",3.83028883357603,0,1
"560",2.40637822442133,0,5
"561",2.33056045601595,0,1
"562",3.34876964347064,0,0
"563",3.53783862616686,0,1
"564",4.9565199998313,0,2
"565",4.25774359783912,0,4
"566",4.82471500084642,0,1
"567",5.31858268729304,0,1
"568",4.36611529981686,1,0
"569",3.05564191507422,0,6
"570",3.84493785012,0,1
"571",4.64708010776333,1,0
"572",5.0015201209038,0,0
"573",4.60518005588068,0,2
"574",4.54155541935279,1,0
"575",4.64299209653845,1,0
"576",2.77786008238898,0,6
"577",5.33879090387044,1,0
"578",2.40780133730944,0,3
"579",3.08360024427083,0,2
"580",3.78287768625357,0,1
"581",4.37029285020999,0,2
"582",4.98861949065716,1,1
"583",4.93212072921231,1,1
"584",2.57282406411236,0,4
"585",3.9452917995441,0,1
"586",4.54207440508331,1,0
"587",3.43042311152432,0,2
"588",4.11281336270711,0,0
"589",5.86842289247904,1,0
"590",3.43119841187383,0,2
"591",5.84553711235366,0,0
"592",4.09548294350023,0,1
"593",3.66029907155399,1,0
"594",4.35092426432604,0,5
"595",5.79301942172708,1,0
"596",2.5173255473315,0,1
"597",3.92462946628498,0,0
"598",3.20803073504517,0,10
"599",4.72478409800901,1,0
"600",4.05592948528629,0,1
"601",4.34742936441924,0,1
"602",2.74055542984817,0,4
"603",3.93453736595044,0,0
"604",3.86324306127948,0,1
"605",4.78428823821046,0,0
"606",5.36683063251444,1,1
"607",5.00446415114148,1,0
"608",4.53780462041534,0,0
"609",4.01152385785861,0,1
"610",4.44148641450974,0,0
"611",3.9913081779766,0,0
"612",4.71959991947312,0,2
"613",2.93195825726597,0,3
"614",4.47619072460693,0,0
"615",4.09776456853005,0,1
"616",5.19542046754122,1,0
"617",4.64175220315892,0,0
"618",4.25710721065995,0,2
"619",4.2679043045392,0,0
"620",3.71732170305343,1,0
"621",4.82678923533654,0,3
"622",4.3332371741526,0,1
"623",5.35057952846453,1,1
"624",3.5770906330438,0,1
"625",3.27933572210471,0,1
"626",4.35535193022345,0,0
"627",3.99484163232527,0,1
"628",1.48092243934164,0,6
"629",4.29664516623525,0,2
"630",4.3210446312667,0,1
"631",1.37269268424485,0,10
"632",2.21951581204584,0,4
"633",4.15166983539251,0,2
"634",6.06050487222456,1,0
"635",2.28085454002742,0,5
"636",5.31417093655224,1,0
"637",5.27519051931443,1,0
"638",3.29604573975468,0,7
"639",5.01748923660081,0,0
"640",3.95152604739129,0,0
"641",3.1595622259534,0,5
"642",3.60479687370365,0,4
"643",4.45051254611718,0,1
"644",5.45664114820103,0,0
"645",5.1291745342421,1,0
"646",3.18281912089336,0,1
"647",2.82178636618435,0,1
"648",2.93311614695903,0,8
"649",4.92681728956866,0,1
"650",4.04447612065193,0,2
"651",4.73436393942558,0,6
"652",4.50865063334123,0,1
"653",4.81564836190487,0,0
"654",4.54785792053754,0,0
"655",3.69809409866025,0,4
"656",3.85754059701681,0,0
"657",4.00911368009079,1,0
"658",4.93544530533627,1,0
"659",5.33544553263292,1,0
"660",2.94661122162624,0,4
"661",3.06396608617035,0,1
"662",4.60534522709633,1,0
"663",2.12225644645824,0,6
"664",3.22751990067177,0,5
"665",3.41534775370164,0,3
"666",4.02673589531227,1,1
"667",5.30658432800335,0,1
"668",3.2767765341209,0,2
"669",3.67546530578511,0,1
"670",4.14713992552789,0,1
"671",4.50455020460512,1,0
"672",3.79606072474463,0,1
"673",4.5905027237736,1,0
"674",4.38585174286365,0,0
"675",4.51936399885733,0,4
"676",3.99603212262956,0,0
"677",3.2592710386894,0,1
"678",4.00610564617331,0,1
"679",3.40811590748425,0,2
"680",4.12831221196708,0,0
"681",4.63910485153448,0,0
"682",5.66761795564565,0,1
"683",4.07880050502079,0,0
"684",3.78348993006823,0,6
"685",2.83115227546055,0,3
"686",2.49879910052193,0,5
"687",5.47912598241349,1,0
"688",2.67773677494178,0,4
"689",4.08360799312809,0,0
"690",4.24862759463835,0,1
"691",3.0866191289133,0,2
"692",2.5412523260466,0,5
"693",4.36336140546541,0,0
"694",4.06841188639041,0,1
"695",3.45523519717038,0,6
"696",4.45122496498634,0,3
"697",4.56324550312876,0,1
"698",3.38167686246413,0,0
"699",3.32584682962103,0,2
"700",2.7872719721826,0,1
"701",6.13840385108852,1,0
"702",3.1321787645488,0,0
"703",4.41111289249657,0,0
"704",3.82059310295442,1,0
"705",4.32049516104068,1,1
"706",5.02312697383021,1,0
"707",6.10305506930373,1,0
"708",4.59701325537129,0,2
"709",2.68739692495342,0,2
"710",2.63178999129237,0,3
"711",4.35465805799292,1,0
"712",5.00574091726294,0,2
"713",5.50541570400163,1,0
"714",3.23566817081097,0,0
"715",5.04648754186082,0,1
"716",3.82001768898258,0,0
"717",3.2000981686017,0,1
"718",4.79531949205554,0,1
"719",4.01712941526668,0,2
"720",4.13067641964918,1,0
"721",3.60645387913272,0,0
"722",4.19750862460927,0,2
"723",2.20590252338051,0,2
"724",1.45956587651597,0,7
"725",3.5811154241192,0,1
"726",1.74890721191515,0,1
"727",5.06585111773093,1,0
"728",6.0354334835129,0,0
"729",4.10229441902317,0,2
"730",3.46283923932068,0,5
"731",4.26244517401705,1,0
"732",5.21581775647651,0,0
"733",4.30914290667732,1,0
"734",4.12995379177844,0,0
"735",5.47815461764351,0,2
"736",3.67446975905192,0,0
"737",4.41195011107766,0,1
"738",2.27064007686037,0,3
"739",4.88804173799058,1,0
"740",2.98230325221803,0,1
"741",5.43325607682207,1,0
"742",5.49038251323965,1,0
"743",2.88809459715896,0,1
"744",5.51773372274031,0,0
"745",4.05770631136602,0,0
"746",4.09468566402003,0,0
"747",4.89802760830739,0,0
"748",3.75566278229959,0,1
"749",3.5711479696945,0,0
"750",3.0495006267501,0,3
"751",3.86266229276349,0,0
"752",3.24420716405299,0,4
"753",2.00780025964365,0,9
"754",2.93061921440061,0,4
"755",5.22086922970267,1,0
"756",4.73427755854784,0,1
"757",4.03009701120823,0,0
"758",5.0259588903997,0,0
"759",4.38090956417074,0,0
"760",4.00503856733883,0,0
"761",4.54171566606956,1,0
"762",2.20909911908181,0,0
"763",3.65639765155921,0,3
"764",0.911859142012905,0,24
"765",3.00944176956622,0,3
"766",6.28847996512781,0,0
"767",5.6932224907895,0,0
"768",4.05316998309963,0,3
"769",4.67847438213492,0,1
"770",4.4450511695151,0,0
"771",4.14427928550677,1,2
"772",4.10398888348681,0,0
"773",2.98277138237872,0,4
"774",2.95180456334442,0,2
"775",3.1258736622626,0,6
"776",5.59344814916296,0,0
"777",4.38024947843215,0,0
"778",5.73357257912901,1,0
"779",3.48958460462489,0,1
"780",4.54986534338125,0,0
"781",3.19107909502116,0,1
"782",4.95059334934527,0,0
"783",4.37937285398013,0,3
"784",4.48896141620794,0,0
"785",4.41504859383273,1,0
"786",3.6888120974677,0,3
"787",2.07571276728608,0,5
"788",4.96017833897312,0,0
"789",3.67472411970109,0,2
"790",4.94762440553328,1,0
"791",3.29146687131839,0,0
"792",5.69046331306876,1,0
"793",3.61405341795194,0,3
"794",3.06676777021249,0,4
"795",3.73101582654768,0,0
"796",4.13487885225482,0,0
"797",6.50792557218811,1,0
"798",4.09018285119062,1,0
"799",3.53697293726629,0,0
"800",3.44815369745798,0,3
"801",5.38708078212563,0,0
"802",2.05973053353651,0,1
"803",4.55341139717968,1,0
"804",4.74312074062607,1,0
"805",5.81203628479502,1,0
"806",5.38926964586617,0,1
"807",4.93261114465104,1,1
"808",3.41085939943678,0,3
"809",5.06657403014348,1,0
"810",3.85945278204273,0,1
"811",4.9706527132466,0,0
"812",3.69966183626628,0,1
"813",5.55683847595592,0,0
"814",6.43618434085961,1,1
"815",4.4298206582652,0,1
"816",4.98119897397361,1,0
"817",2.84934286228883,0,4
"818",4.61782452023075,0,0
"819",3.55660916725271,0,1
"820",3.45069887963756,0,1
"821",3.0880604656583,0,0
"822",1.85503359732176,0,4
"823",5.23513330152105,0,0
"824",4.02190808741179,0,1
"825",3.99058244512999,0,0
"826",3.67867092707739,0,3
"827",2.62664069847038,0,4
"828",5.09789749356738,0,0
"829",2.38352980591992,0,6
"830",4.6133756944545,1,0
"831",5.92957927647905,1,0
"832",3.64397431223902,0,0
"833",2.7233314763453,0,3
"834",4.2078957026636,0,1
"835",5.11921740665378,1,0
"836",4.73207593872818,1,0
"837",3.47779397071623,0,0
"838",3.27066384977507,0,4
"839",3.85595557113922,0,2
"840",4.02423166142847,0,0
"841",6.41887808325396,1,0
"842",3.19558660232611,0,2
"843",4.07073594840417,0,1
"844",3.69033919069535,0,1
"845",3.73591927688938,0,3
"846",4.26861106083833,0,0
"847",5.28584792146616,1,0
"848",5.50913980189777,1,0
"849",5.75774531694133,1,0
"850",4.51455136347312,1,0
"851",3.11732474220192,0,1
"852",5.18154875292071,1,1
"853",4.42793522135561,1,0
"854",4.38223941376003,0,0
"855",4.87901148963318,0,0
"856",6.2440263355616,1,0
"857",2.40258500250989,0,0
"858",4.28968113586972,0,2
"859",4.27470980874865,0,0
"860",4.54154678607778,0,1
"861",4.42537333302947,1,0
"862",3.75462679663503,0,3
"863",3.93240810959633,0,2
"864",4.30932244940284,1,0
"865",4.79023409990011,0,2
"866",4.27553509853574,0,0
"867",3.05400972699773,0,4
"868",3.71228141142688,0,0
"869",4.88544281085675,0,0
"870",4.5390402614086,0,0
"871",3.9311827551583,0,2
"872",3.97871967182999,0,0
"873",5.02586193676895,0,2
"874",3.03268229281573,0,5
"875",2.97892306946882,0,2
"876",4.1274416387512,0,1
"877",4.05045548966601,0,3
"878",4.4542658710146,0,2
"879",5.15077074498837,0,0
"880",3.53994951656254,0,0
"881",2.98584640594265,0,0
"882",4.18936367240464,0,0
"883",4.24389263015749,0,2
"884",2.57434983261205,0,1
"885",3.47688533494827,0,6
"886",4.28874335450932,0,1
"887",4.10769281449348,0,1
"888",5.25465958418258,1,0
"889",4.31640935746831,1,1
"890",3.73843302866723,0,3
"891",5.72469201543502,1,0
"892",4.29933876367394,1,0
"893",1.48246590464913,0,4
"894",4.31880579587243,0,0
"895",5.54862225212585,1,0
"896",4.07450083215798,0,1
"897",3.91819122770791,0,1
"898",3.27183454003806,0,1
"899",4.27816271377587,0,0
"900",2.66109752362651,0,6
"901",2.94574151610484,0,1
"902",4.46427694449143,0,0
"903",3.52076956054329,0,2
"904",5.63550004658517,0,1
"905",4.00582706502021,0,1
"906",3.40999245585548,0,0
"907",4.50448609881861,1,2
"908",2.92888972110296,0,7
"909",3.11773926796549,0,3
"910",3.8121940466397,1,0
"911",3.41473539739906,0,0
"912",4.51717223909316,1,1
"913",2.91105641805117,0,1
"914",3.68416379943176,0,2
"915",3.4206419009944,0,3
"916",2.13558250748304,0,3
"917",4.31537231534025,0,0
"918",3.01056028654613,0,2
"919",3.64928861742116,0,0
"920",2.77381678952133,0,8
"921",4.65704590922339,1,0
"922",4.97212746148037,0,1
"923",3.65918673753508,0,2
"924",3.11958169380662,0,1
"925",1.94023002933116,0,1
"926",5.64483117870157,1,0
"927",2.83972142907455,0,4
"928",2.88944327350401,0,8
"929",4.75689901049263,0,0
"930",3.67558794302408,0,3
"931",4.56190397528104,0,0
"932",3.61436619462636,0,4
"933",3.38666378033442,0,0
