"","male","ageyears","recid"
"129",1,23,0
"130",1,21,0
"131",1,29,0
"132",1,26,1
"133",1,19,1
"134",1,29,1
"135",0,21,0
"136",1,50,1
"137",1,34,1
"138",1,23,1
"139",0,21,0
"140",1,18,0
"141",1,26,1
"142",1,54,0
"143",1,60,0
"144",1,24,0
"145",1,25,1
"146",1,36,1
"147",1,37,1
"148",1,19,1
"149",1,23,1
"150",1,48,1
"151",1,23,0
"152",1,32,0
"153",1,30,0
"154",1,19,1
"155",1,35,0
"156",1,39,0
"157",1,21,1
"158",1,21,0
"159",1,32,0
"160",1,18,0
"161",1,22,1
"162",0,19,0
"163",1,18,1
"164",1,40,1
"165",1,24,0
"166",1,20,1
"167",1,26,0
"168",1,37,0
"169",1,18,1
"170",1,43,0
"171",1,57,0
"172",1,48,0
"173",1,25,0
"174",1,50,1
"175",1,26,0
"176",0,20,0
"177",1,34,0
"178",1,20,0
"179",1,30,0
"180",1,24,1
"181",1,33,0
"182",1,24,1
"183",1,22,1
"184",1,34,1
"185",1,23,1
"186",1,26,0
"187",1,26,0
"188",1,25,0
"189",1,41,1
"190",1,31,1
"191",1,42,0
"192",1,17,0
"193",1,28,1
"194",1,28,0
"195",1,19,0
"196",1,18,0
"197",1,29,1
"198",1,23,0
"199",1,26,1
"200",1,26,0
"201",1,22,1
"202",1,20,0
"203",1,23,0
"204",1,44,0
"205",1,30,0
"206",1,46,0
"207",0,22,0
"208",1,22,1
"209",1,19,0
"210",1,32,0
"211",1,22,0
"212",1,30,0
"213",1,24,0
"214",0,22,0
"215",1,37,0
"216",1,23,1
"217",1,39,1
"218",1,22,1
"219",1,29,0
"220",1,22,0
"221",1,24,0
"222",1,58,1
"223",1,38,0
"224",1,21,1
"225",1,27,1
"226",1,21,0
"227",1,38,0
"228",1,22,1
"229",1,30,0
"230",1,28,1
"231",1,38,0
"232",1,20,1
"233",1,51,0
"234",1,29,1
"235",1,28,0
"236",1,31,1
"237",1,48,0
"238",1,26,1
"239",1,28,1
"240",1,31,1
"241",1,24,1
"242",1,31,1
"243",1,57,0
"244",1,25,0
"245",1,22,1
"246",1,22,0
"247",1,25,0
"248",1,50,0
"249",1,21,0
"250",1,22,1
"251",1,25,0
"252",1,37,0
"253",1,19,1
"254",1,19,1
"255",1,27,0
"256",1,28,0
"257",1,26,1
"258",1,21,0
"259",1,19,1
"260",1,23,1
"261",1,24,0
"262",1,20,1
"263",1,43,1
"264",1,22,1
"265",1,25,1
"266",1,34,1
"267",1,26,0
"268",1,34,0
"269",1,21,0
"270",1,19,0
"271",0,34,0
"272",1,35,1
"273",1,20,0
"274",1,22,1
"275",1,47,0
"276",1,29,1
"277",1,23,0
"278",1,23,0
"279",1,28,0
"280",1,26,0
"281",1,24,1
"282",1,35,1
"283",1,44,0
"284",1,42,0
"285",1,36,0
"286",1,27,0
"287",1,62,1
"288",1,27,1
"289",1,29,1
"290",1,21,0
"291",1,18,1
"292",1,22,1
"293",1,28,0
"294",1,38,0
"295",1,51,0
"296",1,21,1
"297",1,23,0
"298",1,22,1
"299",1,21,0
"300",1,35,1
"301",1,22,0
"302",1,53,0
"303",1,21,1
"304",1,31,0
"305",1,26,0
"306",1,39,0
"307",1,28,1
"308",1,43,0
"309",1,31,0
"310",1,18,1
"311",1,31,1
"312",1,25,0
"313",1,23,0
"314",1,23,0
"315",1,21,0
"316",1,22,1
"317",1,24,0
"318",1,20,0
"319",1,27,0
"320",1,27,0
"321",1,22,0
"322",0,43,0
"323",0,21,0
"324",1,52,0
"325",1,29,1
"326",1,24,0
"327",1,23,0
"328",1,21,1
"329",0,21,0
"330",1,44,1
"331",1,38,0
"332",0,19,1
"333",1,51,0
"334",1,32,0
"335",1,25,0
"336",1,30,1
"337",1,28,1
"338",1,33,1
"339",1,42,0
"340",1,35,0
"341",1,21,0
"342",1,21,1
"343",1,21,0
"344",1,18,0
"345",1,18,0
"346",1,24,1
"347",1,25,1
"348",1,38,0
"349",1,27,1
"350",1,28,0
"351",1,20,1
"352",1,17,1
"353",1,29,0
"354",1,27,1
"355",1,18,0
"356",1,22,1
"357",1,26,1
"358",1,50,0
"359",1,24,0
"360",1,25,1
"361",1,19,0
"362",1,23,1
"363",1,27,0
"364",1,50,0
"365",1,31,1
"366",1,34,0
"367",1,36,0
"368",1,46,1
"369",1,38,0
"370",0,25,0
"371",1,17,0
"372",1,18,0
"373",1,20,0
"374",1,18,0
"375",1,28,0
"376",1,21,1
"377",1,20,0
"378",1,30,0
"379",1,30,0
"380",1,44,1
"381",1,21,1
"382",1,35,0
"383",1,18,0
"384",1,36,0
"385",1,28,0
"386",1,18,0
"387",1,27,0
"388",1,18,0
"389",1,25,1
"390",1,23,0
"391",1,31,1
"392",1,17,0
"393",1,20,1
"394",1,21,0
"395",1,28,0
"396",1,36,0
"397",1,18,1
"398",0,37,0
"399",1,31,0
"400",1,44,1
"401",1,36,0
"402",1,24,1
"403",1,24,0
"404",1,41,0
"405",1,37,0
"406",1,22,0
"407",1,25,1
"408",1,31,0
"409",1,51,1
"410",1,20,0
"411",1,22,1
"412",0,23,0
"413",1,20,1
"414",1,25,1
"415",1,36,0
"416",1,23,1
"417",1,19,0
"418",1,37,1
"419",1,22,1
"420",1,23,0
"421",1,29,0
"422",1,24,1
"423",1,22,1
"424",1,20,1
"425",1,21,1
"426",1,21,0
"427",1,62,0
"428",1,21,1
"429",1,22,0
"430",1,18,1
"431",1,18,1
"432",1,22,1
"433",1,24,0
"434",1,20,1
"435",1,29,0
"436",1,20,1
"437",1,18,1
"438",0,19,1
"439",1,30,1
"440",1,18,0
"441",1,33,0
"442",1,46,0
"443",1,18,1
"444",1,24,1
"445",1,19,1
"446",0,30,0
"447",0,32,0
"448",1,33,0
"449",1,24,1
"450",0,28,1
"451",1,44,0
"452",1,19,1
"453",1,36,1
"454",1,23,1
"455",1,34,0
"456",1,25,0
"457",1,17,0
"458",0,19,0
"459",1,50,0
"460",1,31,1
"461",1,28,1
"462",1,39,1
"463",1,27,0
"464",1,23,1
"465",1,25,0
"466",1,57,0
"467",0,26,0
"468",1,26,0
"469",1,24,1
"470",1,18,1
"471",1,51,0
"472",1,27,0
"473",1,25,0
"474",1,18,0
"475",1,18,0
"476",1,27,1
"477",1,18,1
"478",1,21,1
"479",1,23,1
"480",1,33,0
"481",1,37,1
"482",1,31,0
"483",1,21,0
"484",0,44,0
"485",1,20,0
"486",1,42,0
"487",1,31,1
"488",1,41,1
"489",1,48,0
"490",1,20,1
"491",1,25,1
"492",1,35,1
"493",1,19,1
"494",1,28,1
"495",1,26,1
"496",1,22,0
"497",1,21,0
"498",1,25,0
"499",1,46,0
"500",1,24,1
"501",1,23,1
"502",1,42,1
"503",1,40,0
"504",0,21,0
"505",1,33,0
"506",1,26,0
"507",1,45,1
"508",1,21,0
"509",1,25,0
"510",1,29,1
"511",1,22,0
"512",1,24,1
"513",1,19,0
"514",1,28,0
"515",1,19,0
"516",1,36,1
"517",1,19,0
"518",1,22,0
"519",1,18,0
"520",1,23,0
"521",1,24,1
"522",1,27,1
"523",1,26,0
"524",1,56,0
"525",1,22,0
"526",1,22,0
"527",1,27,0
"528",1,23,1
"529",1,49,0
"530",1,32,0
"531",1,21,1
"532",1,23,0
"533",1,26,1
"534",1,28,0
"535",1,21,0
"536",1,67,0
"537",1,61,0
"538",1,32,0
"539",1,18,1
"540",1,21,0
"541",1,26,0
"542",1,20,0
"543",1,18,1
"544",1,24,1
"545",1,25,1
"546",0,27,0
"547",1,33,1
"548",1,18,1
"549",1,46,0
"550",1,20,0
"551",1,25,0
"552",1,23,1
"553",1,53,1
"554",1,22,0
"555",1,18,0
"556",1,34,0
"557",1,21,0
"558",1,20,0
"559",1,33,0
"560",1,22,0
"561",1,30,0
"562",1,36,1
"563",1,30,0
"564",1,21,1
"565",1,36,0
"566",1,28,0
"567",1,21,0
"568",1,19,0
"569",1,33,1
"570",1,24,1
"571",1,22,1
"572",1,19,0
"573",1,35,1
"574",1,22,0
"575",1,24,0
"576",1,24,0
"577",1,32,1
"578",1,26,0
"579",1,28,1
"580",1,50,1
"581",1,29,1
"582",1,24,0
"583",1,30,1
"584",1,30,0
"585",1,47,0
"586",1,24,0
"587",1,48,1
"588",1,20,1
"589",1,35,0
"590",0,27,1
"591",1,33,0
"592",1,33,0
"593",1,35,0
"594",1,21,1
"595",1,43,1
"596",1,32,0
"597",1,53,1
"598",1,52,0
"599",1,44,0
"600",1,32,1
"601",1,31,0
"602",1,52,0
"603",1,34,0
"604",1,48,1
"605",0,32,0
"606",0,18,0
"607",1,19,0
"608",1,24,1
"609",1,33,0
"610",0,21,1
"611",1,56,0
"612",1,29,0
"613",1,18,0
"614",1,50,1
"615",1,23,0
"616",1,18,1
"617",1,21,0
"618",1,25,1
"619",1,23,0
"620",1,19,0
"621",1,21,0
"622",1,17,1
"623",1,23,0
"624",1,30,0
"625",1,18,1
"626",1,61,0
"627",1,38,1
"628",1,66,0
"629",1,54,0
"630",1,41,1
"631",0,25,1
"632",1,53,0
"633",1,31,0
"634",1,29,0
"635",1,22,1
"636",1,18,1
"637",1,36,0
"638",1,38,0
"639",1,19,0
"640",1,35,0
"641",1,69,1
"642",1,20,1
"643",1,50,0
"644",1,25,1
"645",1,48,1
"646",1,47,0
"647",1,23,0
"648",0,29,1
"649",1,62,0
"650",1,31,0
"651",1,27,1
"652",1,20,1
"653",1,18,1
"654",1,29,0
"655",1,18,1
"656",1,23,0
"657",1,55,0
"658",1,23,0
"659",1,25,1
"660",1,35,0
"661",1,26,0
"662",1,65,0
"663",1,36,1
"664",1,33,0
"665",1,19,0
"666",1,28,0
"667",1,18,0
"668",1,24,1
"669",1,18,0
"670",1,20,0
"671",1,32,0
"672",1,28,0
"673",1,24,1
"674",1,26,0
"675",1,42,0
"676",1,23,1
"677",1,28,0
"678",1,18,0
"679",1,18,0
"680",1,21,0
"681",1,40,0
"682",1,28,1
"683",1,27,1
"684",1,19,0
"685",1,18,1
"686",0,28,1
"687",1,26,1
"688",1,38,1
"689",1,22,0
"690",1,24,0
"691",1,17,0
"692",1,40,0
"693",1,19,1
"694",1,30,1
"695",1,26,1
"696",1,24,1
"697",1,24,0
"698",1,19,1
"699",1,21,0
"700",1,35,1
"701",1,32,0
"702",1,25,0
"703",1,23,0
"704",1,68,0
"705",1,25,1
"706",1,17,1
"707",1,33,1
"708",1,28,0
"709",1,23,0
"710",1,42,0
"711",0,27,0
"712",1,43,0
"713",1,63,0
"714",1,42,0
"715",1,48,0
"716",1,23,0
"717",1,45,0
"718",1,48,1
"719",1,22,1
"720",1,57,0
"721",1,22,1
"722",1,22,0
"723",1,17,1
"724",1,26,0
"725",1,28,0
"726",0,23,0
"727",1,33,0
"728",1,32,0
"729",1,21,0
"730",1,25,0
"731",1,22,1
"732",1,42,0
"733",1,51,1
"734",1,25,0
"735",1,31,0
"736",1,30,1
"737",1,18,1
"738",1,33,0
"739",1,25,0
"740",1,19,1
"741",1,33,0
"742",1,23,0
"743",1,21,0
"744",1,23,1
"745",1,47,0
"746",1,22,0
"747",1,38,0
"748",1,24,1
"749",1,21,1
"750",1,18,0
"751",0,26,1
"752",1,21,0
"753",0,20,0
"754",0,32,0
"755",1,74,0
"756",1,32,0
"757",1,30,0
"758",1,24,0
"759",1,36,0
"760",1,49,0
"761",1,24,1
"762",1,18,1
"763",1,39,1
"764",1,46,0
"765",1,36,0
"766",1,26,1
"767",1,27,0
"768",1,26,0
"769",1,34,0
"770",1,21,0
"771",1,30,1
"772",1,18,1
"773",1,21,1
"774",1,50,0
"775",0,36,0
"776",1,19,1
"777",1,30,1
"778",1,25,1
"779",1,18,0
"780",1,28,1
"781",1,26,0
"782",1,20,0
"783",1,27,0
"784",1,24,0
"785",1,20,0
"786",1,24,0
"787",1,44,1
"788",1,22,1
"789",1,16,0
"790",1,17,0
"791",1,20,0
"792",1,18,1
"793",1,19,0
"794",1,21,0
"795",1,26,0
"796",1,18,1
"797",1,24,1
"798",1,18,0
"799",1,20,0
"800",1,21,1
"801",1,19,1
"802",1,46,1
"803",1,27,0
"804",1,22,0
"805",0,24,0
"806",0,21,0
"807",1,20,0
"808",1,48,0
"809",1,30,0
"810",1,34,0
"811",1,22,1
"812",1,23,0
"813",1,16,1
"814",1,21,0
"815",1,38,0
"816",1,20,1
"817",1,20,1
"818",1,31,0
"819",1,25,0
"820",1,53,0
"821",1,29,1
"822",1,37,0
"823",1,45,0
"824",1,37,0
"825",1,51,0
"826",1,53,0
"827",1,40,1
"828",1,17,0
"829",1,19,1
"830",0,46,0
"831",1,30,0
"832",1,22,0
"833",1,20,1
"834",1,30,0
"835",1,29,1
"836",1,17,1
"837",1,50,0
"838",1,20,0
"839",1,27,0
"840",1,24,0
"841",1,45,0
"842",1,23,1
"843",1,27,0
"844",1,53,1
"845",1,22,0
"846",1,19,1
"847",0,28,0
"848",1,39,0
"849",1,25,0
"850",1,22,0
"851",1,26,0
"852",1,19,0
"853",1,22,1
"854",1,27,1
"855",1,28,0
"856",1,23,0
"857",1,19,1
"858",1,22,0
"859",1,19,0
"860",1,27,0
"861",1,23,1
"862",1,57,0
"863",1,21,1
"864",1,29,0
"865",1,30,0
"866",1,23,1
"867",0,18,1
"868",1,39,1
"869",1,20,0
"870",1,21,1
"871",1,62,0
"872",1,43,0
"873",1,55,1
"874",1,29,0
"875",1,54,0
"876",1,30,0
"877",1,17,1
"878",1,46,0
"879",1,48,0
"880",0,25,1
"881",0,28,1
"882",1,41,0
"883",1,23,0
"884",1,20,0
"885",1,32,0
"886",1,17,1
"887",1,26,0
"888",1,27,0
"889",1,24,0
"890",1,28,1
"891",1,22,1
"892",1,26,0
"893",1,36,1
"894",1,18,1
"895",1,30,1
"896",1,25,0
"897",1,18,0
"898",1,20,0
"899",1,56,0
"900",1,47,0
"901",1,21,0
"902",1,25,1
"903",1,32,0
"904",1,21,0
"905",1,42,1
"906",1,19,1
"907",1,24,1
"908",1,34,1
"909",1,23,1
"910",1,39,0
"911",1,36,1
"912",1,24,0
"913",1,30,0
"914",1,29,0
"915",1,46,1
"916",1,24,1
"917",0,19,1
"918",1,24,0
"919",1,28,1
"920",1,30,0
"921",1,26,1
"922",1,30,0
"923",1,26,1
"924",1,29,1
"925",0,20,1
"926",1,19,1
"927",1,27,1
"928",1,40,0
"929",0,29,0
"930",1,34,1
"931",1,34,0
"932",1,29,1
"933",1,22,1
"934",1,34,0
"935",1,47,0
"936",1,19,0
"937",1,33,1
"938",1,34,1
"939",1,17,0
"940",1,42,0
"941",1,28,1
"942",0,22,0
"943",1,22,1
"944",1,57,1
"945",1,38,0
"946",1,27,0
"947",1,29,1
"948",0,38,0
"949",1,48,0
"950",1,39,0
"951",1,31,1
"952",1,36,1
"953",1,25,0
"954",0,23,1
"955",1,34,1
"956",1,26,0
"957",1,28,1
"958",0,19,0
"959",1,32,1
"960",1,19,0
"961",1,42,0
"962",1,29,0
"963",1,41,0
"964",1,43,0
"965",1,31,0
"966",1,25,0
"967",1,56,1
"968",1,29,1
"969",1,35,1
"970",1,18,1
"971",1,20,1
"972",1,19,1
"973",1,19,1
"974",1,22,1
"975",1,25,0
"976",1,17,1
"977",1,71,0
"978",1,23,0
"979",1,52,0
"980",1,25,1
"981",1,35,0
"982",1,20,0
"983",1,26,0
"984",1,23,1
"985",1,34,0
"986",1,28,0
"987",1,22,0
"988",1,48,0
"989",1,28,1
"990",1,26,1
"991",1,23,0
"992",1,45,1
"993",1,19,1
"994",1,28,0
"995",1,22,0
"996",1,21,1
"997",1,23,1
"998",1,30,1
"999",1,24,0
"1000",1,35,0
"1001",1,25,1
"1002",1,32,0
"1003",1,19,0
"1004",1,23,0
"1005",1,25,0
"1006",1,27,0
"1007",1,26,0
"1008",1,31,1
"1009",0,26,0
"1010",1,31,0
"1011",1,43,0
"1012",1,25,1
"1013",0,38,0
"1014",0,24,0
"1015",1,23,0
"1016",1,23,1
"1017",1,18,1
"1018",1,23,0
"1019",1,19,0
"1020",1,18,0
"1021",1,26,0
"1022",1,23,0
"1023",1,19,1
"1024",1,23,0
"1025",1,28,1
"1026",1,22,0
"1027",0,28,0
"1028",1,25,1
"1029",1,17,0
"1030",1,26,0
"1031",1,26,0
"1032",1,43,0
"1033",1,50,0
"1034",1,52,0
"1035",1,30,0
"1036",1,19,1
"1037",1,19,1
"1038",1,53,1
"1039",1,18,1
"1040",1,26,1
"1041",0,18,1
"1042",1,28,0
"1043",1,50,0
"1044",1,44,1
"1045",1,68,0
"1046",1,28,0
"1047",1,38,0
"1048",1,45,0
"1049",1,25,0
"1050",1,18,1
"1051",1,20,0
"1052",1,20,1
"1053",1,32,1
"1054",1,21,1
"1055",1,37,0
"1056",1,24,0
"1057",1,25,0
"1058",1,18,0
"1059",1,31,0
"1060",1,43,0
"1061",1,33,0
"1062",1,28,1
"1063",1,24,0
"1064",1,24,1
"1065",1,20,1
"1066",1,20,1
"1067",1,48,1
"1068",1,41,0
"1069",1,31,0
"1070",1,43,1
"1071",1,18,0
"1072",1,32,1
"1073",1,17,0
"1074",1,23,1
"1075",1,39,1
"1076",1,25,0
"1077",1,22,1
"1078",1,18,1
"1079",1,50,0
"1080",1,24,0
"1081",1,28,0
"1082",1,42,0
"1083",0,25,0
"1084",1,22,0
"1085",1,44,1
"1086",1,25,0
"1087",1,24,1
"1088",1,48,0
"1089",1,17,0
"1090",1,30,1
"1091",1,24,1
"1092",1,31,1
"1093",1,41,0
"1094",1,49,1
"1095",1,44,0
"1096",1,28,1
"1097",1,31,0
"1098",1,25,0
"1099",1,23,1
"1100",1,18,0
"1101",1,24,0
"1102",0,32,0
"1103",1,46,0
"1104",1,22,0
"1105",1,24,0
"1106",1,50,0
"1107",1,19,1
"1108",1,19,1
"1109",1,41,1
"1110",1,26,0
"1111",1,35,1
"1112",1,24,0
"1113",1,45,0
"1114",1,17,1
"1115",1,19,1
"1116",1,63,0
"1117",1,26,1
"1118",1,23,0
"1119",1,27,1
"1120",1,22,1
"1121",1,30,1
"1122",1,36,0
"1123",1,23,0
"1124",1,55,1
"1125",1,33,1
"1126",1,27,1
"1127",1,20,1
"1128",1,27,0
"1129",1,43,0
"1130",1,40,0
"1131",1,57,0
"1132",1,23,0
"1133",1,47,1
"1134",1,22,0
"1135",1,20,1
"1136",1,23,0
"1137",1,48,0
"1138",1,28,1
"1139",1,44,0
"1140",1,24,0
"1141",1,27,0
"1142",1,39,0
"1143",1,21,0
"1144",1,38,1
"1145",1,19,1
"1146",1,62,1
"1147",1,18,1
"1148",1,31,0
"1149",1,42,0
"1150",1,19,1
"1151",1,20,0
"1152",1,18,1
"1153",1,22,1
"1154",1,23,0
"1155",1,27,0
"1156",1,53,0
"1157",1,27,0
"1158",1,23,0
"1159",1,19,1
"1160",1,25,0
"1161",1,24,0
"1162",1,21,0
"1163",1,26,0
"1164",1,22,1
"1165",1,43,0
"1166",1,56,1
"1167",1,30,0
"1168",0,32,0
"1169",1,39,1
"1170",1,48,1
"1171",1,25,0
"1172",1,18,1
"1173",1,24,0
"1174",1,49,0
"1175",1,22,0
"1176",1,43,0
"1177",1,21,0
"1178",1,28,1
"1179",1,47,0
"1180",1,30,0
"1181",1,31,0
"1182",1,26,0
"1183",1,35,0
"1184",1,29,1
"1185",1,37,1
"1186",1,22,0
"1187",1,18,0
"1188",1,20,0
"1189",1,30,0
"1190",1,20,1
"1191",1,24,0
"1192",1,49,0
"1193",1,40,1
"1194",1,30,0
"1195",1,25,0
"1196",1,22,1
"1197",1,18,0
"1198",1,24,1
"1199",1,23,1
"1200",1,41,0
"1201",1,35,0
"1202",0,26,0
"1203",1,42,0
"1204",1,20,1
"1205",1,42,1
"1206",1,42,0
"1207",1,24,0
"1208",1,21,0
"1209",1,25,0
"1210",0,25,1
"1211",1,58,1
"1212",1,29,0
"1213",1,37,0
"1214",1,40,0
"1215",1,26,0
"1216",1,27,0
"1217",1,25,1
"1218",1,26,0
"1219",1,54,0
"1220",1,19,1
"1221",1,46,1
"1222",1,22,1
"1223",1,52,0
"1224",1,45,0
"1225",1,30,0
"1226",1,18,0
"1227",1,19,0
"1228",1,25,0
"1229",1,21,1
"1230",1,25,0
"1231",1,26,0
"1232",1,33,0
"1233",1,23,0
"1234",1,35,1
"1235",1,28,1
"1236",1,41,0
"1237",1,28,0
"1238",1,40,0
"1239",1,50,1
"1240",1,46,1
"1241",1,36,0
"1242",1,28,0
"1243",1,20,1
"1244",1,38,0
"1245",1,24,1
"1246",1,40,0
"1247",1,22,0
"1248",1,18,0
"1249",1,26,0
"1250",1,24,1
"1251",1,32,0
"1252",1,23,0
"1253",1,23,0
"1254",1,37,0
"1255",1,25,0
"1256",1,28,0
"1257",1,25,0
"1258",1,23,0
"1259",1,20,1
"1260",1,28,0
"1261",1,28,1
"1262",1,27,0
"1263",1,22,0
"1264",1,31,1
"1265",1,29,0
"1266",1,50,0
"1267",1,39,0
"1268",1,27,1
"1269",1,35,0
"1270",1,36,0
"1271",1,25,0
"1272",1,46,0
"1273",1,20,1
"1274",1,20,1
"1275",1,25,0
"1276",1,21,1
"1277",1,30,0
"1278",1,22,1
"1279",1,43,0
"1280",1,36,0
"1281",1,20,1
"1282",1,22,1
"1283",1,29,0
"1284",1,51,0
"1285",1,50,0
"1286",1,34,1
"1287",1,31,0
"1288",1,41,0
"1289",0,21,0
"1290",1,27,0
"1291",1,40,0
"1292",1,30,1
"1293",1,26,1
"1294",1,47,0
"1295",1,21,1
"1296",1,25,1
"1297",1,21,1
"1298",1,27,1
"1299",1,24,1
"1300",1,25,1
"1301",1,31,0
"1302",1,27,0
"1303",1,52,0
"1304",1,20,0
"1305",1,27,0
"1306",1,34,1
"1307",1,56,1
"1308",1,29,0
"1309",1,22,0
"1310",1,20,0
"1311",1,52,0
"1312",1,21,0
"1313",1,37,0
"1314",1,30,0
"1315",1,29,0
"1316",1,31,0
"1317",1,45,0
"1318",1,22,0
"1319",1,27,0
"1320",1,21,1
"1321",1,22,1
"1322",1,53,0
"1323",1,30,0
"1324",1,26,1
"1325",1,23,0
"1326",1,36,0
"1327",1,23,0
"1328",1,55,0
"1329",1,23,0
"1330",0,44,1
"1331",1,35,1
"1332",1,21,0
"1333",1,33,0
"1334",1,26,0
"1335",1,20,1
"1336",1,31,0
"1337",1,19,1
"1338",1,17,1
"1339",1,18,1
"1340",1,22,1
"1341",1,21,0
"1342",1,27,0
"1343",1,20,0
"1344",1,33,0
"1345",1,19,1
"1346",1,36,0
"1347",1,33,0
"1348",1,41,1
"1349",1,33,0
"1350",1,27,1
"1351",1,23,1
"1352",1,24,0
"1353",0,32,0
"1354",1,22,0
"1355",1,32,1
"1356",1,65,0
"1357",1,44,1
"1358",1,37,0
"1359",1,20,0
"1360",1,23,1
"1361",1,28,0
"1362",1,30,0
"1363",1,40,1
"1364",1,36,1
"1365",1,20,0
"1366",1,27,0
"1367",1,32,0
"1368",1,23,1
"1369",1,35,1
"1370",1,25,1
"1371",1,38,0
"1372",1,29,1
"1373",1,24,1
"1374",1,35,0
"1375",1,20,1
"1376",1,22,0
"1377",1,19,0
"1378",1,28,0
"1379",1,18,0
"1380",1,39,0
"1381",1,26,0
"1382",1,24,0
"1383",1,24,0
"1384",1,19,1
"1385",1,24,0
"1386",1,20,0
"1387",1,30,0
"1388",1,28,0
"1389",1,20,1
"1390",1,23,0
"1391",1,36,1
"1392",0,20,0
"1393",1,48,1
"1394",1,18,1
"1395",1,23,0
"1396",1,32,1
"1397",1,32,0
"1398",1,30,0
"1399",1,52,1
"1400",1,31,0
"1401",1,27,0
"1402",1,28,0
"1403",1,23,0
"1404",1,23,1
"1405",1,22,0
"1406",1,32,1
"1407",1,50,0
"1408",1,29,1
"1409",1,26,0
"1410",1,24,0
"1411",1,25,1
"1412",1,41,1
"1413",1,48,1
"1414",1,46,1
"1415",1,26,1
"1416",1,32,0
"1417",1,30,1
"1418",1,32,0
"1419",1,35,0
"1420",1,28,0
"1421",1,40,0
"1422",1,28,0
"1423",1,21,1
"1424",1,25,0
"1425",1,48,0
"1426",1,47,0
"1427",1,18,0
"1428",1,19,0
"1429",1,31,1
"1430",1,54,1
"1431",1,42,1
"1432",1,28,0
"1433",1,18,1
"1434",1,38,1
"1435",1,22,0
"1436",1,17,1
"1437",1,25,1
"1438",1,21,0
"1439",1,29,0
"1440",1,25,0
"1441",1,30,0
"1442",1,21,0
"1443",1,36,1
"1444",1,53,0
"1445",1,30,0
"1446",1,28,0
"1447",1,20,1
"1448",1,19,1
"1449",1,22,0
"1450",1,22,1
"1451",1,24,0
"1452",0,20,0
"1453",1,32,0
"1454",0,21,0
"1455",1,20,0
"1456",1,46,1
"1457",1,22,0
"1458",1,20,1
"1459",1,36,1
"1460",1,23,1
"1461",1,20,1
"1462",1,21,0
"1463",1,39,1
"1464",1,19,1
"1465",1,19,0
"1466",1,51,0
"1467",0,24,0
"1468",1,19,0
"1469",1,23,0
"1470",1,34,0
"1471",1,44,1
"1472",1,40,0
"1473",1,21,0
"1474",1,26,0
"1475",1,30,0
"1476",1,17,1
"1477",1,38,0
"1478",1,18,0
"1479",1,42,1
"1480",1,18,1
"1481",1,54,1
"1482",1,34,1
"1483",1,16,0
"1484",1,37,0
"1485",1,26,1
"1486",1,26,1
"1487",1,22,0
"1488",1,25,0
"1489",1,38,0
"1490",1,31,1
"1491",1,64,0
"1492",1,61,0
"1493",1,30,0
"1494",1,21,0
"1495",1,30,1
"1496",1,41,0
"1497",1,22,0
