"","x","y"
"257",7.52762207002676,0
"258",3.89921760250264,6
"259",6.12157861549881,2
"260",6.6570256642228,2
"261",2.93146175427729,8
"262",3.82731824017483,8
"263",5.03254330795939,3
"264",3.74548459127687,6
"265",4.62862575931339,4
"266",4.39941950325348,5
"267",6.67727437672345,1
"268",5.17885711507631,2
"269",5.07152052650247,3
"270",4.84581293728709,3
"271",4.35160901785177,2
"272",5.3111496243194,3
"273",5.13630150654326,4
"274",5.26442287681628,1
"275",3.99110049132584,6
"276",5.91825388166274,3
"277",6.61964291348523,1
"278",4.95651252074237,4
"279",5.55916908905182,2
"280",4.65995406901404,5
"281",6.35145979876256,2
"282",4.33346954963575,7
"283",4.74276994349075,4
"284",5.73493506225497,1
"285",4.51530275346473,5
"286",5.95952575323779,2
"287",5.44087410409687,2
"288",6.36826753014746,1
"289",5.2505904347517,4
"290",5.31825758530762,4
"291",4.59695526402923,3
"292",5.92011302314944,2
"293",5.62736699983333,2
"294",5.20640905624369,5
"295",4.52889040848573,3
"296",4.86709031607213,5
"297",6.23663988383488,3
"298",4.84544180275666,3
"299",5.94742546991117,2
"300",3.09297206244839,7
"301",4.05190465736904,6
"302",4.56094941924908,3
"303",5.66737747897642,3
"304",5.46928721863327,1
"305",3.55922338491301,6
"306",4.55744474326431,4
"307",5.95875591092668,2
"308",4.51069499656808,3
"309",3.56958813594041,8
"310",4.42420164669467,6
"311",4.25399046007198,4
"312",4.84112846032002,6
"313",5.12916942682441,3
"314",3.66922972606334,7
"315",6.40520206653038,0
"316",5.45758722270664,2
"317",6.50565284479373,1
"318",4.56902387138476,3
"319",4.53230764835193,6
"320",5.30614317894274,7
"321",6.42358489074223,0
"322",4.62867091349942,4
"323",4.30941101405158,2
"324",5.52995644045955,3
"325",4.42598614413268,5
"326",5.13004857904642,4
"327",3.67287917450541,6
"328",5.00005311777196,2
"329",5.1828444561597,4
"330",6.70033710087231,1
"331",3.62126937338258,4
"332",4.47717795711909,4
"333",4.9451523634747,4
"334",5.67761760925473,4
"335",3.71931770999792,7
"336",6.15579195020997,2
"337",5.40210503475934,3
"338",4.83647502943213,1
"339",5.59150357909845,1
"340",5.74331017986603,0
"341",4.50827870616391,5
"342",7.43867797476635,0
"343",4.3703877142898,4
"344",4.91617004250871,6
"345",4.03757679218031,5
"346",5.02272624255639,3
"347",7.3189299915042,0
"348",5.38830669253182,3
"349",5.70818979876911,1
"350",5.5117914001422,1
"351",5.91915328335924,2
"352",4.27740366275924,7
"353",4.0702823919511,5
"354",4.3638533067544,5
"355",5.09209352434807,2
"356",3.97328638089137,4
"357",3.09774102354915,7
"358",6.44591272940207,0
"359",5.68649110403628,4
"360",4.45426547061989,3
"361",5.35720875482505,2
"362",7.27990748279457,1
"363",4.44570168920522,5
"364",6.12340659265429,5
"365",4.03314206318407,4
"366",6.0798529261532,1
"367",3.28727974186295,7
"368",4.17028862059628,5
"369",5.36364546542855,3
"370",5.18552952215091,3
"371",4.5384619347044,5
"372",5.05507271196442,4
"373",6.25948915273322,0
"374",5.4201064770799,1
"375",4.84324264554162,5
"376",3.37014283173382,8
"377",7.16521613125482,2
"378",4.40000795998824,4
"379",4.90589775786956,1
"380",7.48472823728183,0
"381",5.54083907392849,0
"382",4.93979178195379,4
"383",5.66695591431069,3
"384",6.17737338676531,2
"385",5.11455013720648,2
"386",4.61130580286543,3
"387",3.69771289292182,6
"388",5.50427860858596,2
"389",5.43956917515778,4
"390",5.1802026764205,4
"391",5.35491912628155,0
"392",4.36336388400952,2
"393",6.47662403459227,0
"394",5.89341757824152,2
"395",5.33529838306674,1
"396",3.95109269976306,4
"397",5.06480123800191,1
"398",5.23463070977343,3
"399",6.53198566378117,1
"400",4.05125093875521,3
"401",6.44257348644853,2
"402",6.0482297188601,1
"403",5.50871409517685,4
"404",7.6391484449185,1
"405",6.40767900502866,2
"406",4.14998005415977,6
"407",4.017633343568,5
"408",3.24148900559708,7
"409",4.21166923244211,3
"410",4.21431555778594,5
"411",4.66861942060362,3
"412",4.70244818417152,4
"413",6.01576261036358,1
"414",4.84293319134776,2
"415",5.40966367910219,0
"416",7.44150836464019,2
"417",5.38614268388982,5
"418",4.53719057592752,5
"419",5.10271643136531,4
"420",4.27530277157264,5
"421",5.21066995128162,4
"422",5.94254887068608,0
"423",5.38840283209792,3
"424",4.25056322873908,7
"425",5.62005954304732,2
"426",4.02736736294304,8
"427",4.6023238866568,4
"428",5.26832995870234,3
"429",4.40313901754398,4
"430",4.36082770687078,4
"431",5.2584963426558,5
"432",5.62351257601964,3
"433",3.79566751601246,8
"434",5.19250793436069,5
"435",4.19015953968705,6
"436",4.19631378900378,8
"437",4.72672813361874,6
"438",5.01171921141859,4
"439",4.52256043592592,4
"440",5.54161549326378,1
"441",4.13954705012707,5
"442",4.85033104803522,3
"443",5.20827635278252,2
"444",7.03382208321701,0
"445",5.52646031663553,3
"446",5.86195639074514,2
"447",5.49514832496545,1
"448",4.84356683300902,4
"449",6.13023230834975,0
"450",4.41042198229531,5
"451",4.23790011487992,3
"452",5.60598081406594,1
"453",7.09390752634612,1
"454",5.15145590762263,0
"455",4.89748973417157,5
"456",4.93457750308072,3
"457",5.06487608676032,2
"458",4.28458957055605,6
"459",3.33977886317825,4
"460",5.372425762936,4
"461",3.64763710558567,6
"462",4.88891271109995,4
"463",2.69403759507009,6
"464",4.58331862073581,5
"465",3.49493550655089,8
"466",4.49845872224859,5
"467",5.11464252409851,1
"468",5.51324226777546,2
"469",4.11354940702964,6
"470",5.68205390831114,0
"471",5.13547397545272,3
"472",4.25493381170235,5
"473",6.31484630874972,2
"474",6.03282239636933,2
"475",6.14943762941611,3
"476",6.42623621452229,0
"477",4.83039505889272,4
"478",4.3010614551284,7
"479",4.35819299968282,4
"480",2.93326419320565,8
"481",4.98058995255822,2
"482",6.99601475589296,0
"483",5.90659144683123,1
"484",4.05266592346437,4
"485",4.57570760276999,4
"486",5.59144011126323,3
"487",4.77424670994101,2
"488",3.20503456180766,7
"489",5.71716569255444,2
"490",5.91892976826439,4
"491",2.84887316216177,7
"492",3.07213225135836,8
"493",5.69943244640202,4
"494",5.5102606943956,2
"495",4.54627560686456,4
"496",5.26267544179919,3
"497",4.27471928459966,6
"498",5.31037258914719,4
"499",5.05561010356326,4
"500",4.56559026174881,5
"501",4.7907867082142,2
"502",5.13064041248238,5
"503",5.56378391349925,1
"504",5.54159143078509,1
"505",5.10930947926619,4
"506",6.3515760991114,1
"507",5.42641094937343,0
"508",7.17783148139793,0
"509",6.24421724524161,2
"510",6.50036344992682,1
"511",4.11703686711392,2
"512",6.14695251240053,2
"513",4.25795370226155,6
"514",4.83985010494334,3
"515",5.55581411169045,4
"516",5.29579401568291,4
"517",5.41677650058559,5
"518",3.98058844196126,5
"519",6.01014926328687,3
"520",5.39023904690297,2
"521",6.36063315638623,2
"522",4.50467413851718,4
"523",3.0875968502799,8
"524",5.15672661246899,3
"525",4.39116328114043,4
"526",3.69580202664365,6
"527",3.95223353086555,5
"528",3.57142628163824,4
"529",4.91097605139991,5
"530",5.09435779111158,1
"531",5.29068450546079,2
"532",4.71034933857826,7
"533",4.35638097629281,5
"534",4.53476156388775,6
"535",3.21769434860032,7
"536",5.31883045446018,4
"537",5.13047887291893,2
"538",3.87728023727099,5
"539",5.39156919888922,3
"540",4.71554215465262,3
"541",4.67330375712907,5
"542",3.37844063140074,8
"543",5.40773354510774,1
"544",5.3010169751009,6
"545",4.72290124591651,2
"546",3.47555282832547,7
"547",5.24354576051206,3
"548",4.8340830816882,5
"549",5.58427120418846,2
"550",5.94198397803694,2
"551",5.2612825617331,4
"552",6.40634842258909,1
"553",2.34905032934577,8
"554",6.65912677338634,0
"555",4.84924038335167,6
"556",4.34321518798573,5
"557",2.09423336429988,6
"558",5.63452464168669,1
"559",5.75709293984244,0
"560",4.3853567083845,3
"561",4.9406255633241,4
"562",4.50854683559651,5
"563",4.19510846664019,3
"564",3.6891866264092,5
"565",5.31014534811742,5
"566",4.41664256760277,3
"567",5.28016181780757,4
"568",5.71337718203106,1
"569",4.30811588089258,3
"570",3.74950520066303,6
"571",4.01588817821591,6
"572",6.15663638427097,0
"573",4.8620248428853,5
"574",3.42371072192002,6
"575",4.14373027060127,6
"576",4.25548091279182,5
"577",5.34328535131169,5
"578",6.26639089179276,2
"579",4.71359117355025,3
"580",4.92443798750933,1
"581",7.12533676942066,1
"582",5.42812383611349,2
"583",5.61480599715447,0
"584",6.34080405720027,0
"585",6.67289637011756,1
"586",5.17094333076488,3
"587",3.87911600284046,6
"588",3.6493481469233,4
"589",6.36551134017802,0
"590",5.15447400180626,1
"591",5.4732276121404,3
"592",3.83981599098443,8
"593",4.09203916266621,4
"594",3.49150761604842,4
"595",6.06412326874235,2
"596",5.02225324855192,5
"597",5.25472218593457,1
"598",3.7765004320214,7
"599",5.64538427778397,1
"600",3.2849600488829,6
"601",5.1117175096965,2
"602",5.01079372636079,4
"603",4.57956879807688,4
"604",5.36849186594394,2
"605",5.91441867756294,0
"606",5.94623229412323,1
"607",5.70574169839404,0
"608",5.54369164557806,3
"609",4.18977894387915,6
"610",5.84440140249372,3
"611",6.86435257400335,3
"612",4.89594421529846,4
"613",5.56525419297658,2
"614",7.56420435449834,0
"615",6.1060457348884,0
"616",6.93528453206933,1
"617",5.36175533281468,0
"618",3.83143108749567,4
"619",3.8356295933689,7
"620",4.78610951020253,4
"621",3.99135962940208,7
"622",4.5759968748384,5
"623",5.3051464384021,6
"624",3.94462812058431,5
"625",5.21827788928091,3
"626",5.00633674385737,3
"627",4.45125115314292,5
"628",5.02090976615822,3
"629",3.78548260499373,7
"630",5.75728297094247,1
"631",5.85306721927583,3
"632",5.34617665935914,1
"633",5.75545017486234,4
"634",6.19561065648673,1
"635",5.49287012826261,2
"636",4.69885151285179,3
"637",4.60692788653556,3
"638",6.18666838352001,1
"639",6.11168647432207,1
"640",6.18110948298825,0
"641",5.29620386420028,3
"642",3.81106014155002,7
"643",4.61358024585231,4
"644",4.51205632854625,5
"645",3.3143097135584,7
"646",6.3087478238219,4
"647",5.62146276593408,5
"648",2.50454203358538,7
"649",5.72950400823218,2
"650",3.03586967817188,6
"651",5.08947332959998,3
"652",4.79875491875079,4
"653",4.06959514704657,3
"654",5.1929864167272,4
"655",4.9616489260794,1
"656",4.08078926374333,4
"657",3.46597919772023,8
"658",4.42596153294502,5
"659",4.800974941666,5
"660",4.95145099809685,2
"661",5.27809254705628,2
"662",3.44987442775091,6
"663",5.83671278359653,3
"664",4.37760439453173,4
"665",5.9729614668646,2
"666",6.35540309769988,1
"667",5.0150568854717,3
"668",4.62929418351503,4
"669",4.92742757424229,4
"670",6.35474714840434,0
"671",4.87051057482299,3
"672",5.61297343976652,2
"673",5.40196643583257,3
"674",4.44899323640513,4
"675",6.75072378132046,4
"676",4.42767311237024,6
"677",5.11389229168394,4
"678",5.43785327547435,5
"679",5.32087769249226,2
"680",5.51855325861826,1
"681",4.64085449172285,7
"682",7.04340711644899,1
"683",3.82402116949062,8
"684",3.49353627526798,5
"685",5.86125426546479,2
"686",5.29829058187578,4
"687",5.58092634775352,1
"688",2.74365813957877,7
"689",6.0197132004558,1
"690",4.83352700285893,5
"691",3.70007824590542,5
"692",4.32170684593649,3
"693",6.22028917848482,2
"694",6.30686837637668,1
"695",5.01283247202191,6
"696",5.19408691994255,2
"697",5.90673159088777,1
"698",6.52089459605454,1
"699",4.94237408484977,2
"700",3.21007492880226,6
"701",4.95628617882968,3
"702",5.51677034683526,3
"703",5.39548383008548,2
"704",3.17043066921214,8
"705",3.14271008308745,8
"706",2.65112704315238,7
"707",6.15659723821913,2
"708",4.3468741266868,4
"709",3.35903210569743,4
"710",2.53837107404275,7
"711",5.63710761544796,2
"712",5.14062916974793,7
"713",3.91770017875084,7
"714",4.71577035289232,6
"715",5.12824569456985,2
"716",5.11025419836499,2
"717",4.25984081350455,5
"718",2.88224981137925,4
"719",6.21314831837153,2
"720",4.90819009667442,6
"721",5.65577177381186,2
"722",4.85757033753219,0
"723",5.42805159868378,3
"724",5.82230531228971,2
"725",5.68289287000964,2
"726",3.09648673634648,7
"727",3.54422883266383,7
"728",6.69803103103887,1
"729",6.71830194940905,0
"730",5.23766694854222,4
"731",6.48938756716783,0
"732",4.83308401434718,3
"733",4.27118326518945,4
"734",4.80451943595817,3
"735",4.96049787574067,4
"736",4.6818486495318,3
"737",4.32819501752879,5
"738",4.32411385526423,4
"739",6.1285597406087,1
"740",6.26117869794685,2
"741",3.06870171657388,8
"742",4.94619271182508,2
"743",3.81956590929275,6
"744",4.44020934870008,2
"745",5.07352979920189,3
"746",5.80233979151749,2
"747",7.04259947498816,0
"748",5.63029974850093,4
"749",5.26653618258787,2
"750",6.86246064009513,0
"751",4.81038814071683,4
"752",4.25395697508716,6
"753",5.36840837783376,3
"754",4.86947020136257,5
"755",4.09449860235582,6
"756",5.31189009928513,2
"757",3.62244216739063,7
"758",4.10535995224998,6
"759",5.44151839324752,5
"760",4.7153715967585,3
"761",5.64359325890783,3
"762",6.15095680015483,2
"763",6.07091163812487,0
"764",6.01427622711094,2
"765",3.87858969016859,6
"766",4.19174271813513,4
"767",4.95235759328908,2
"768",2.53959724783386,8
"769",5.50932032272459,4
"770",5.08540749502076,3
"771",5.5741980562573,1
"772",5.32417103766844,4
"773",3.89208533762273,6
"774",4.02845563362209,4
"775",6.06493814729106,2
"776",5.02721366460034,5
"777",4.73341991356889,6
"778",5.43668521809757,4
"779",4.04173928225056,3
"780",3.99097708119049,5
"781",6.20503311034138,1
"782",5.88539606702053,3
"783",4.133497634381,6
"784",5.12290746194012,3
"785",6.03254936042676,2
"786",4.33994486965913,6
"787",5.74430351564979,2
"788",6.19044669466822,1
"789",5.36253910632277,3
"790",4.18566122213963,4
"791",4.70669006586139,4
"792",5.85793726163053,3
"793",5.19526903879523,2
"794",5.97030937265538,1
"795",4.93953745156413,5
"796",6.69448287519997,2
"797",6.50572236902622,3
"798",5.59845295262117,3
"799",4.349545521994,2
"800",4.72878919064999,2
"801",3.42367225734301,3
"802",5.32021418732102,2
"803",4.74878298074152,3
"804",4.48295874392014,3
"805",4.8130335957342,5
"806",6.59048318041232,1
"807",4.65461581473583,4
"808",6.36495039074544,0
"809",5.79560152886779,2
"810",6.46702459559815,2
"811",4.88343400553276,4
"812",3.17000433015828,8
"813",4.97503184017325,3
"814",4.59237605992114,3
"815",3.74025107618355,6
"816",3.6955446160389,7
"817",4.96619612667299,2
"818",5.33995040577542,1
"819",5.93551077295648,1
"820",3.39585782984915,6
"821",3.38783839533907,7
"822",4.82929652989856,6
"823",3.70864517776416,4
"824",4.29004655847575,6
"825",3.90133119449964,5
"826",4.89389774884443,3
"827",6.41041400196,1
"828",4.0647084007319,5
"829",6.30728473253338,0
"830",3.96940088860842,5
"831",3.99411023774066,5
"832",4.4091800386392,5
"833",4.9607723504494,0
"834",5.24015759872617,4
"835",3.69110306544823,8
"836",6.42220390602997,2
"837",3.27760400303738,6
"838",3.33070010162439,7
"839",5.07962697131294,4
"840",4.55457428537208,5
"841",4.92827892647316,2
"842",4.72890235572415,5
"843",6.0566871468441,2
"844",6.25158607313348,0
"845",4.08349585993641,6
"846",6.67748224913818,1
"847",5.89387438073234,0
"848",6.04822775767123,0
"849",5.17349449867871,2
"850",3.84053172818591,6
"851",5.65909200056282,1
"852",5.404415166439,2
"853",4.68482759436848,4
"854",5.18788877738658,3
"855",3.53919170540636,8
"856",5.05203693796217,1
"857",6.44063504462932,0
"858",8.12312145608325,0
"859",4.95054481620147,3
"860",4.66706892276463,4
"861",5.00543927371131,3
"862",3.75711361068617,7
"863",4.86498977740944,3
"864",5.70355826468401,1
"865",4.70938917071944,4
"866",5.44558364890044,4
"867",4.955458900193,4
"868",5.75431780404801,3
"869",4.56477971715932,5
"870",5.56278913573104,2
"871",5.06620925747089,3
"872",4.24405004988625,5
"873",4.46904470716129,3
"874",3.17973877630652,6
"875",6.85297611392509,1
"876",4.5700885614799,6
"877",6.78269444576244,0
"878",6.30483819830099,0
"879",5.32311411547269,2
"880",6.03362755708679,1
"881",4.81528661408752,4
"882",4.80742724748832,3
"883",6.59466807022578,1
"884",4.97512140722274,4
"885",5.69950603296153,2
"886",5.95172353286583,1
"887",3.25150374520827,8
"888",4.92570032283815,6
"889",6.87287293315805,0
"890",6.8942510669039,0
"891",5.91507375208342,1
"892",4.44914083268495,3
"893",5.63964653731692,2
"894",6.45194234900251,2
"895",5.46655272401223,2
"896",4.28944677317353,6
"897",5.34004006476499,3
"898",5.34287189708261,4
"899",6.08630726200152,2
"900",4.60533825572642,3
"901",5.43584392476329,2
"902",5.59429955147717,3
"903",4.03950666951046,4
"904",5.56583638193695,2
"905",5.41007777711956,3
"906",4.33827267155059,5
"907",5.45296047139519,3
"908",4.81869339558205,4
"909",4.99661022352744,4
"910",4.26519880724065,6
"911",6.18313849328282,3
"912",5.29036209269974,3
"913",5.69130888614797,4
"914",4.77567704235246,6
"915",6.71167787955037,0
"916",5.14669470849585,4
"917",6.0410259893259,0
"918",4.58381579696755,6
"919",6.32813954755583,3
"920",3.3197648750548,6
"921",4.0535992468942,5
"922",6.17457494257688,1
"923",5.94847693221961,0
"924",4.3440143441806,7
"925",5.54631284863689,2
"926",4.28574329609693,6
"927",6.87630960181803,0
"928",5.91636080346807,2
"929",5.98865174500022,1
"930",5.80682151057314,0
"931",6.26236775962622,0
"932",3.67656708327274,7
"933",4.31612868218613,8
"934",6.16343587344445,1
"935",5.04720023858078,4
"936",3.87886498421048,6
"937",4.66281308940072,4
"938",3.8444939925306,6
"939",7.30601877922927,0
"940",4.86642693914138,5
"941",5.79660852232503,1
"942",3.52888757250404,3
"943",5.14716020763741,4
"944",6.15991113492772,1
"945",3.75054204356691,8
"946",4.90717521357835,6
"947",2.9442265969943,7
"948",4.88103071051717,3
"949",5.47865690229153,3
"950",5.57881552315578,0
"951",4.47374785948883,6
"952",5.6493834347998,1
"953",3.36825966042154,6
"954",4.91889666974828,3
"955",3.78729413816233,6
"956",3.3094714343189,7
"957",4.31966442583392,4
"958",3.65747920478676,4
"959",4.22490326031425,6
"960",5.22138856253116,1
"961",6.02780022355891,1
"962",5.2612681221446,6
"963",5.35494227212935,3
"964",5.25623391849794,3
"965",4.97391575349358,1
"966",2.81076453980765,7
"967",5.5581574754968,2
"968",7.78574434548363,1
"969",4.11768735105945,6
"970",4.46996170894363,5
"971",5.88133260869123,0
"972",3.3071921236064,6
"973",5.09701697595994,1
"974",5.29010569383701,5
"975",4.74763940707899,3
"976",3.84677616752878,7
"977",5.35308905525433,5
"978",5.14163892312493,3
"979",3.413108394632,7
"980",5.83661848253293,4
"981",6.79282147620249,0
"982",4.78486847452247,2
"983",4.38928255106451,3
"984",5.35228866836939,4
"985",5.47427812213083,2
"986",4.89660868273753,2
"987",5.42402164433992,3
"988",4.62972012850354,2
"989",4.34090593194392,5
"990",3.81028780000918,5
"991",5.09797017522926,5
"992",4.63079509288879,3
"993",3.24117933373318,7
"994",4.38107622343663,6
"995",4.00968941892698,7
"996",3.97424827883327,4
"997",6.36433478611072,1
"998",5.54338418259101,1
"999",4.69966446997218,2
"1000",4.98909549838931,3
"1001",4.56812430981037,5
"1002",7.65871586775389,1
"1003",5.36383241272318,2
"1004",4.86763849632573,3
"1005",5.91641372491563,2
"1006",4.25440013409815,4
"1007",4.73667346263005,6
"1008",5.55240752259732,1
"1009",6.16140095760908,1
"1010",4.11235463413164,6
"1011",5.56057331722155,2
"1012",5.19060295763814,4
"1013",3.04889132000794,8
"1014",5.71950678014474,1
"1015",5.63706479222791,2
"1016",5.21593031653331,5
"1017",3.7922801228616,6
"1018",6.34679042250242,2
"1019",3.65728223427076,6
"1020",3.04607487910253,8
"1021",3.99762628382168,7
"1022",4.135961298557,4
"1023",5.36050554034159,3
"1024",6.94606521574484,0
"1025",5.06489786963955,5
"1026",4.4335244845133,4
"1027",5.49925467337836,2
"1028",4.57218948154527,6
"1029",7.28548912400958,0
"1030",6.09013229197265,0
"1031",3.71610986993867,7
"1032",5.27618114391725,5
"1033",4.44337331167612,4
"1034",4.7158772815618,5
"1035",5.71021291894849,2
"1036",5.43154471858237,2
"1037",6.52080688971174,0
"1038",6.21704440919071,2
"1039",3.92208115942142,5
"1040",6.00526844076719,2
"1041",5.54013527446926,4
"1042",5.38830971215155,3
"1043",4.5877893196098,4
"1044",6.24738393379147,2
"1045",5.17731993670639,4
"1046",5.22185245803304,2
"1047",5.88641976666675,4
"1048",4.74193106044706,4
"1049",4.83492600105113,3
"1050",6.39844111137805,1
"1051",5.26173419781214,2
"1052",4.03556090787396,6
"1053",5.15327588542647,3
"1054",4.52534125133111,5
"1055",4.15271050477958,3
"1056",5.62585980793335,2
"1057",6.06971684455641,1
"1058",4.64843757149545,4
"1059",6.04498909444969,3
"1060",4.48831302110729,4
"1061",4.08008784855323,7
"1062",5.19030977832495,4
"1063",5.30059957596994,1
"1064",4.08303006584306,3
"1065",5.46408296036085,1
"1066",6.21272496158935,2
"1067",5.31061824623135,2
"1068",4.02556684828992,4
"1069",4.15807519551025,5
"1070",4.98136706243731,7
"1071",5.51210899012793,3
